ZONA;Coletivo;Individual;Motorizado;Não Motorizado;Total
1;316405,19;61961,94;378367,13;53928,31;432295,44
2;16261,03;9075,42;25336,45;5480,35;30816,8
3;36307,56;12761,39;49068,95;8534,58;57603,53
4;40108,44;15729,88;55838,32;12310,87;68149,19
5;19206,94;11243,49;30450,43;9854,15;40304,58
6;17162,23;6072,27;23234,5;12451,37;35685,87
7;40496,26;15971,37;56467,63;12550,53;69018,16
8;62215,6;37254,69;99470,29;25812,01;125282,3
9;167391,09;39329,73;206720,82;44040,78;250761,6
10;116527,58;39833,12;156360,7;33586,58;189947,28
11;24925,84;10180,4;35106,24;5382,18;40488,42
12;34915,91;15161,73;50077,64;13975,66;64053,3
13;30466,69;8301,87;38768,56;10207,61;48976,17
14;50704,31;37103,41;87807,72;19660,73;107468,45
15;44675,13;44499,75;89174,88;22585,82;111760,7
16;40312,78;33113,41;73426,19;13133,34;86559,53
17;23020,41;22214,9;45235,31;10435,69;55671
18;40878,69;22122,33;63001,02;18420,88;81421,9
19;17824,37;11478,45;29302,82;5124,64;34427,46
20;11494,26;6767,96;18262,22;3170,4;21432,62
21;13533,58;14083,6;27617,18;5274,48;32891,66
22;99995,73;59912,84;159908,57;24637,21;184545,78
23;78210,64;58754,57;136965,21;21391,61;158356,82
24;123903,71;67121,06;191024,77;34864,17;225888,94
25;27810,21;23498,78;51308,99;15970,54;67279,53
26;72782,05;27602,04;100384,09;22656,87;123040,96
27;40029,82;14616,23;54646,05;11485,06;66131,11
28;46828,09;15053,42;61881,51;13337,99;75219,5
29;26887,08;17923,57;44810,65;20231,25;65041,9
30;13286,12;13258,94;26545,06;10492,57;37037,63
31;30213,46;9073,73;39287,19;6258,95;45546,14
32;38325,75;17683,96;56009,71;9208,48;65218,19
33;24147,44;14712,72;38860,16;8930,01;47790,17
34;31008,39;36626,13;67634,52;22256,2;89890,72
35;36551,66;27368,21;63919,87;28966,38;92886,25
36;67916,44;44578,41;112494,85;23630,12;136124,97
37;19172,14;24913,81;44085,95;10726,45;54812,4
38;8601,91;13047,06;21648,97;3470,68;25119,65
39;11502,82;12889,58;24392,4;3843,53;28235,93
40;25698,89;19243,34;44942,23;8730,04;53672,27
41;35076,12;31145,12;66221,24;12051,91;78273,15
42;61558,24;70585,2;132143,44;7801,94;139945,38
43;44843,38;56093,42;100936,8;11732,64;112669,44
44;50007,09;54526,69;104533,78;14615,13;119148,91
45;25377,42;30212,39;55589,81;11744,35;67334,16
46;26976,76;28095,66;55072,42;10951,35;66023,77
47;19447,61;10543,76;29991,37;7382,89;37374,26
48;29765,09;18628,12;48393,21;4159,85;52553,06
49;29420,76;21611,36;51032,12;21255,86;72287,98
50;35356,3;30760,72;66117,02;33507,2;99624,22
51;16845,89;14889,47;31735,36;13272,61;45007,97
52;34845,51;14805,37;49650,88;12072,32;61723,2
53;17539,28;19363,75;36903,03;15386,09;52289,12
54;9822,13;12135,9;21958,03;18288,45;40246,48
55;45756,26;21295,8;67052,06;48923,36;115975,42
56;49607,28;24226,66;73833,94;51311,83;125145,77
57;26776,84;19431,75;46208,59;21684,32;67892,91
58;67608,01;48529,37;116137,38;41297,56;157434,94
59;66058,34;71474,49;137532,83;45677,43;183210,26
60;56079,04;56998,68;113077,72;15135,02;128212,74
61;11513,58;16508,32;28021,9;1648,66;29670,56
62;82279,77;87028,89;169308,66;27170,27;196478,93
63;7276,69;22747,19;30023,88;2372,02;32395,9
64;43320,95;38894,31;82215,26;19388,53;101603,79
65;21953,73;27092,59;49046,32;5506,79;54553,11
66;75514,05;84038,67;159552,72;15211,46;174764,18
67;36160,24;19515,47;55675,71;7504,93;63180,64
68;35212,29;31237,19;66449,48;27742,28;94191,76
69;49794;35149,45;84943,45;17264,1;102207,55
70;31280,69;35547,96;66828,65;16088,23;82916,88
71;28200,67;29572,58;57773,25;35113,52;92886,77
72;33748,84;22998,99;56747,83;35777,46;92525,29
73;35439,15;23837,4;59276,55;13493,95;72770,5
74;26690,72;27342,98;54033,7;23773,46;77807,16
75;16558,32;9863,77;26422,09;21416,09;47838,18
76;26707,62;7027,84;33735,46;23134,89;56870,35
77;42744,92;18003,66;60748,58;33252,4;94000,98
78;34321,91;7570,78;41892,69;25056,52;66949,21
79;25110,29;20482,49;45592,78;31698,14;77290,92
80;85352,32;50217,86;135570,18;31063,62;166633,8
81;32055,42;30738,3;62793,72;33943,18;96736,9
82;42747,14;57437,63;100184,77;39436,01;139620,78
83;48280,68;69137,16;117417,84;31497,92;148915,76
84;23422,69;35604,39;59027,08;9803,93;68831,01
85;73330,17;117675,79;191005,96;16297,78;207303,74
86;29393,77;46221,72;75615,49;5237,55;80853,04
87;86910,03;70793,06;157703,09;23802,41;181505,5
88;18145,6;18872,95;37018,55;12504,95;49523,5
89;38819,59;35610,85;74430,44;16459,08;90889,52
90;126754,93;54583,11;181338,04;28406,06;209744,1
91;24177,93;20166,31;44344,24;4992,31;49336,55
92;29261,4;32045;61306,4;36588,09;97894,49
93;17157,26;8864,54;26021,8;18432,72;44454,52
94;35595,48;38064;73659,48;25093,82;98753,3
95;16807,22;13440;30247,22;13023,21;43270,43
96;48990,84;42036,47;91027,31;44529,68;135556,99
97;54784,72;41175,31;95960,03;70912,07;166872,1
98;68781,93;29013,82;97795,75;92641,96;190437,71
99;35346,6;13497,85;48844,45;60704,88;109549,33
100;37996,41;23002,13;60998,54;25142,2;86140,74
101;16081,21;7261,15;23342,36;13330,39;36672,75
102;62718,22;22907,54;85625,76;27408,82;113034,58
103;20428,69;20805,54;41234,23;30019,53;71253,76
104;31728,47;19975,23;51703,7;23852,69;75556,39
105;32478,75;14816,59;47295,34;32303,52;79598,86
106;30711,3;12140,24;42851,54;31167,42;74018,96
107;21570,4;22979,34;44549,74;12296,15;56845,89
108;34413,37;25893,28;60306,65;36386,65;96693,3
109;22532,34;25112,1;47644,44;20292,26;67936,7
110;52015,92;42009,51;94025,43;38079,93;132105,36
111;22434,98;19927,14;42362,12;22569,64;64931,76
112;66445,9;32411,19;98857,09;58284,6;157141,69
113;43684,86;22222,55;65907,41;42508,65;108416,06
114;64186,5;50668,32;114854,82;44501,89;159356,71
115;31542,99;36476,48;68019,47;10267,31;78286,78
116;62023,48;63612,05;125635,53;12912,61;138548,14
117;70425,91;73753,6;144179,51;15430,62;159610,13
118;9017,76;18468,1;27485,86;2063,23;29549,09
119;42352,03;39166,17;81518,2;11423,46;92941,66
120;50905,43;37350,73;88256,16;7144,5;95400,66
121;7675,22;21133,27;28808,49;2759,5;31567,99
122;8641,62;18155,22;26796,84;3886,44;30683,28
123;24125,79;22676,59;46802,38;16609,51;63411,89
124;12427,89;18074,93;30502,82;5052,03;35554,85
125;12235,79;10642,46;22878,25;4122,71;27000,96
126;72769,25;43619,87;116389,12;48135,13;164524,25
127;22875,9;8794,88;31670,78;6908,95;38579,73
128;40106,91;40287,52;80394,43;41208,43;121602,86
129;23477,44;15374,58;38852,02;28429,11;67281,13
130;15745,83;6149,52;21895,35;16704,8;38600,15
131;39225,51;11844,79;51070,3;31896,87;82967,17
132;36636,21;19194,95;55831,16;42380,69;98211,85
133;31082,01;13356,13;44438,14;38840,41;83278,55
134;64486,15;46811,42;111297,57;70253,43;181551
135;31651,17;22362,98;54014,15;13611,94;67626,09
136;23967,87;6481,71;30449,58;20562,9;51012,48
137;22848,14;7076,78;29924,92;19053,82;48978,74
138;38428,02;8213,62;46641,64;31873,41;78515,05
139;25833,01;10774,59;36607,6;23680,51;60288,11
140;38429,42;19540,33;57969,75;43416,9;101386,65
141;60548,26;22816,95;83365,21;53194,86;136560,07
142;49763,41;27951,07;77714,48;45622,92;123337,4
143;21490,42;13135,47;34625,89;22337,12;56963,01
144;12085,51;4070,13;16155,64;19907,88;36063,52
145;28828,17;8650,04;37478,21;28763,17;66241,38
146;54100,75;10318,35;64419,1;53388,36;117807,46
147;54432,1;15695,51;70127,61;44272,02;114399,63
148;25100,88;11841,08;36941,96;9586,35;46528,31
149;125004,65;63963,15;188967,8;32650,9;221618,7
150;34534,42;17659,01;52193,43;25329,33;77522,76
151;50976,83;54050,32;105027,15;43790,91;148818,06
152;72635,99;23972,33;96608,32;39057,79;135666,11
153;45844,09;29184,24;75028,33;53782,78;128811,11
154;51188,68;37483,8;88672,48;43978,59;132651,07
155;44746,25;34501,5;79247,75;31584,04;110831,79
156;84611,73;77961,4;162573,13;23506,54;186079,67
157;58369,76;24101,26;82471,02;21728,2;104199,22
158;51784,93;43821,35;95606,28;39794,96;135401,24
159;68081,45;31850,59;99932,04;39271,46;139203,5
160;31265,67;25220,59;56486,26;13893,65;70379,91
161;27275,9;12462,47;39738,37;19584,34;59322,71
162;25793,27;15034,02;40827,29;29086,57;69913,86
163;39323,63;15525,33;54848,96;29281,51;84130,47
164;22511,68;9132,98;31644,66;19775,41;51420,07
165;25943,81;15171,57;41115,38;28200,86;69316,24
166;70297,95;20553,19;90851,14;82415,04;173266,18
167;23212,16;10628,84;33841;26833,84;60674,84
168;15907,95;2555,69;18463,64;21912,29;40375,93
169;61907,93;23585,26;85493,19;51992,04;137485,23
170;10666,51;3979,58;14646,09;18366,04;33012,13
171;32720,55;8270,12;40990,67;25301,57;66292,24
172;32580,27;6386,87;38967,14;28460;67427,14
173;52074,36;15959,93;68034,29;42695,04;110729,33
174;14728,5;3844,53;18573,03;15244,87;33817,9
175;38784,45;7171,04;45955,49;32120,39;78075,88
176;22916,88;10107,05;33023,93;24008,2;57032,13
177;25449,36;7383,88;32833,24;14653,69;47486,93
178;20270,29;4368,35;24638,64;18565,07;43203,71
179;32904,69;4807,92;37712,61;30633,29;68345,9
180;64535,86;16108,54;80644,4;70625,06;151269,46
181;22290,62;11993;34283,62;26328,09;60611,71
182;77425,17;47890,2;125315,37;56017,33;181332,7
183;36372,99;36394,06;72767,05;39881,28;112648,33
184;16731,84;17787,23;34519,07;10107,01;44626,08
185;25902,65;20632,83;46535,48;23349,26;69884,74
186;34462,81;30990,8;65453,61;72233,23;137686,84
187;91413,08;20635,35;112048,43;70368,81;182417,24
188;71661,82;46366,56;118028,38;47227,36;165255,74
189;140938,12;38511,17;179449,29;26168,16;205617,45
190;100952,44;30162,85;131115,29;51872,41;182987,7
191;130164,75;15449,19;145613,94;83065;228678,94
192;23851,16;7403,2;31254,36;20038,2;51292,56
193;24707,44;4422,97;29130,41;19713,5;48843,91
194;22558,97;5614,23;28173,2;14716,43;42889,63
195;47559,52;7076,25;54635,77;28702,02;83337,79
196;70723,5;31500,37;102223,87;40288,13;142512
197;82063,25;25540,45;107603,7;15535,87;123139,57
198;72479,5;16475,17;88954,67;43506,79;132461,46
199;45573,05;13240,41;58813,46;35558,41;94371,87
200;36766,98;5365,29;42132,27;29972,63;72104,9
201;10640,43;3759,07;14399,5;8711,83;23111,33
202;7330,85;3275,17;10606,02;3377,76;13983,78
203;4435,82;1425,07;5860,89;4756,51;10617,4
204;2011,87;1091,82;3103,69;4883,89;7987,58
205;15441;4567,91;20008,91;23109,23;43118,14
206;34071,02;7254,32;41325,34;51196,31;92521,65
207;45910,96;3975,08;49886,04;42318,06;92204,1
208;8142,52;591,58;8734,1;11823,82;20557,92
209;12461,59;2234,73;14696,32;15858,92;30555,24
210;11379,02;3971,89;15350,91;12810,55;28161,46
211;8813,16;2553,47;11366,63;12807,29;24173,92
212;13452,85;7779,66;21232,51;16898,09;38130,6
213;7534,66;2775,16;10309,82;6825,45;17135,27
214;49073,69;12874,44;61948,13;48860,61;110808,74
215;99047,24;91152,21;190199,45;66031,43;256230,88
216;15109,72;7465,23;22574,95;16261,84;38836,79
217;36974,37;31387,48;68361,85;32984,64;101346,49
218;51391,47;17886,73;69278,2;15562,52;84840,72
219;16625,8;4451,31;21077,11;17111,62;38188,73
220;127000,78;48408,94;175409,72;68718,82;244128,54
221;3095,4;1868,21;4963,61;4579,18;9542,79
222;6688,76;5414,27;12103,03;5347,09;17450,12
223;37074,75;8836,44;45911,19;25917,91;71829,1
224;37468,72;40162,54;77631,26;59629,19;137260,45
225;15250,76;989,37;16240,13;6264,52;22504,65
226;59639,95;8553,17;68193,12;41704,55;109897,67
227;17124,12;5616,3;22740,42;15689,59;38430,01
228;9687,1;1169,85;10856,95;9987,7;20844,65
229;11559,78;4529,5;16089,28;19208,21;35297,49
230;11305,45;2898,6;14204,05;7562,85;21766,9
231;5980,43;1371,9;7352,33;8844,74;16197,07
232;3228,32;875,26;4103,58;1560;5663,58
233;9374,31;2164,38;11538,69;3802,34;15341,03
234;8228,54;3772,61;12001,15;5696,08;17697,23
235;9770,1;8464,32;18234,42;15680,69;33915,11
236;5789,89;2563,2;8353,09;6239,13;14592,22
237;65359,06;39397,92;104756,98;74105,82;178862,8
238;10836,64;4441,1;15277,74;14434,89;29712,63
239;3456,98;331,68;3788,66;3127,36;6916,02
240;31657,14;8841,28;40498,42;41867,98;82366,4
241;4464,48;1565,23;6029,71;7402,48;13432,19
242;6214,83;1151,59;7366,42;3955,34;11321,76
243;15067,66;5934,01;21001,67;17837,66;38839,33
